0,1,0,0.000000E+00
0,1,1,0.000000E+00
0,1,2,0.000000E+00
0,1,3,0.000000E+00
0,1,4,1.000000E+00
0,2,0,1.000000E+00
0,2,1,0.000000E+00
0,2,2,0.000000E+00
0,2,3,0.000000E+00
0,2,4,0.000000E+00
0,3,0,0.000000E+00
0,3,1,0.000000E+00
0,3,2,0.000000E+00
0,3,3,0.000000E+00
0,3,4,1.000000E+00
0,4,0,1.000000E+00
0,4,1,0.000000E+00
0,4,2,0.000000E+00
0,4,3,0.000000E+00
0,4,4,0.000000E+00
1,1,0,0.000000E+00
1,1,1,0.000000E+00
1,1,2,0.000000E+00
1,1,3,4.146341E-01
1,1,4,5.853659E-01
1,2,0,5.853659E-01
1,2,1,4.146341E-01
1,2,2,0.000000E+00
1,2,3,0.000000E+00
1,2,4,0.000000E+00
1,3,0,0.000000E+00
1,3,1,0.000000E+00
1,3,2,0.000000E+00
1,3,3,2.872340E-01
1,3,4,7.127660E-01
1,4,0,9.731051E-01
1,4,1,2.689487E-02
1,4,2,0.000000E+00
1,4,3,0.000000E+00
1,4,4,0.000000E+00
2,1,0,0.000000E+00
2,1,1,0.000000E+00
2,1,2,5.038762E-02
2,1,3,6.827174E-01
2,1,4,2.668950E-01
2,2,0,3.406020E-01
2,2,1,5.708229E-01
2,2,2,8.857506E-02
2,2,3,0.000000E+00
2,2,4,0.000000E+00
2,3,0,0.000000E+00
2,3,1,0.000000E+00
2,3,2,0.000000E+00
2,3,3,6.710949E-01
2,3,4,3.289051E-01
2,4,0,9.264106E-01
2,4,1,7.358945E-02
2,4,2,0.000000E+00
2,4,3,0.000000E+00
2,4,4,0.000000E+00
3,1,0,0.000000E+00
3,1,1,5.068845E-03
3,1,2,2.340342E-01
3,1,3,5.457034E-01
3,1,4,2.151935E-01
3,2,0,1.184658E-01
3,2,1,6.863409E-01
3,2,2,1.951933E-01
3,2,3,0.000000E+00
3,2,4,0.000000E+00
3,3,0,0.000000E+00
3,3,1,0.000000E+00
3,3,2,3.504325E-02
3,3,3,7.869710E-01
3,3,4,1.779857E-01
3,4,0,9.009551E-01
3,4,1,9.904485E-02
3,4,2,0.000000E+00
3,4,3,0.000000E+00
3,4,4,0.000000E+00
4,1,0,0.000000E+00
4,1,1,4.962837E-02
4,1,2,3.706700E-01
4,1,3,4.756421E-01
4,1,4,1.040595E-01
4,2,0,3.522522E-02
4,2,1,6.945263E-01
4,2,2,2.573265E-01
4,2,3,1.292192E-02
4,2,4,0.000000E+00
4,3,0,0.000000E+00
4,3,1,0.000000E+00
4,3,2,1.209564E-01
4,3,3,7.883960E-01
4,3,4,9.064765E-02
4,4,0,8.540103E-01
4,4,1,1.459897E-01
4,4,2,0.000000E+00
4,4,3,0.000000E+00
4,4,4,0.000000E+00
5,1,0,0.000000E+00
5,1,1,6.297273E-02
5,1,2,5.446694E-01
5,1,3,3.798495E-01
5,1,4,1.250832E-02
5,2,0,6.067551E-03
5,2,1,6.779675E-01
5,2,2,3.074406E-01
5,2,3,8.524337E-03
5,2,4,0.000000E+00
5,3,0,0.000000E+00
5,3,1,0.000000E+00
5,3,2,2.611406E-01
5,3,3,7.053478E-01
5,3,4,3.351160E-02
5,4,0,8.060676E-01
5,4,1,1.939324E-01
5,4,2,0.000000E+00
5,4,3,0.000000E+00
5,4,4,0.000000E+00
6,1,0,0.000000E+00
6,1,1,1.214657E-01
6,1,2,5.678108E-01
6,1,3,3.102630E-01
6,1,4,4.603777E-04
6,2,0,7.587089E-05
6,2,1,5.926637E-01
6,2,2,3.523229E-01
6,2,3,5.493752E-02
6,2,4,0.000000E+00
6,3,0,0.000000E+00
6,3,1,0.000000E+00
6,3,2,4.619825E-01
6,3,3,5.331899E-01
6,3,4,4.827607E-03
6,4,0,7.447085E-01
6,4,1,2.552915E-01
6,4,2,0.000000E+00
6,4,3,0.000000E+00
6,4,4,0.000000E+00
7,1,0,0.000000E+00
7,1,1,1.470237E-01
7,1,2,6.886908E-01
7,1,3,1.642838E-01
7,1,4,1.619981E-06
7,2,0,2.294704E-08
7,2,1,5.129458E-01
7,2,2,4.318397E-01
7,2,3,5.521448E-02
7,2,4,0.000000E+00
7,3,0,0.000000E+00
7,3,1,5.393301E-03
7,3,2,5.676395E-01
7,3,3,4.266625E-01
7,3,4,3.046092E-04
7,4,0,6.856643E-01
7,4,1,3.143357E-01
7,4,2,0.000000E+00
7,4,3,0.000000E+00
7,4,4,0.000000E+00
8,1,0,0.000000E+00
8,1,1,2.571486E-01
8,1,2,6.273653E-01
8,1,3,1.154861E-01
8,1,4,2.735507E-10
8,2,0,1.715210E-14
8,2,1,2.903399E-01
8,2,2,6.683251E-01
8,2,3,4.133492E-02
8,2,4,0.000000E+00
8,3,0,0.000000E+00
8,3,1,1.987191E-02
8,3,2,6.496068E-01
8,3,3,3.304949E-01
8,3,4,2.644325E-05
8,4,0,6.430267E-01
8,4,1,3.569733E-01
8,4,2,0.000000E+00
8,4,3,0.000000E+00
8,4,4,0.000000E+00
9,1,0,1.974645E-02
9,1,1,2.857851E-01
9,1,2,6.083085E-01
9,1,3,8.615997E-02
9,1,4,2.228831E-15
9,2,0,1.645782E-24
9,2,1,2.160902E-01
9,2,2,7.381871E-01
9,2,3,4.572270E-02
9,2,4,0.000000E+00
9,3,0,0.000000E+00
9,3,1,3.766249E-02
9,3,2,7.128078E-01
9,3,3,2.495288E-01
9,3,4,9.118148E-07
9,4,0,5.930436E-01
9,4,1,4.069564E-01
9,4,2,0.000000E+00
9,4,3,0.000000E+00
9,4,4,0.000000E+00
10,1,0,1.657906E-02
10,1,1,2.805393E-01
10,1,2,6.398019E-01
10,1,3,6.307971E-02
10,1,4,4.783005E-22
10,2,0,9.969048E-40
10,2,1,1.055108E-01
10,2,2,8.174984E-01
10,2,3,7.699088E-02
10,2,4,0.000000E+00
10,3,0,0.000000E+00
10,3,1,1.324980E-01
10,3,2,6.791282E-01
10,3,3,1.883738E-01
10,3,4,1.759686E-08
10,4,0,5.490856E-01
10,4,1,4.509144E-01
10,4,2,0.000000E+00
10,4,3,0.000000E+00
10,4,4,0.000000E+00
11,1,0,3.955347E-03
11,1,1,3.308463E-01
11,1,2,6.403242E-01
11,1,3,2.487423E-02
11,1,4,1.177204E-30
11,2,0,1.190677E-61
11,2,1,5.413309E-02
11,2,2,8.352191E-01
11,2,3,1.067588E-01
11,2,4,3.888962E-03
11,3,0,0.000000E+00
11,3,1,1.784371E-01
11,3,2,7.147997E-01
11,3,3,1.067632E-01
11,3,4,1.217927E-10
11,4,0,4.851639E-01
11,4,1,5.121455E-01
11,4,2,2.690670E-03
11,4,3,0.000000E+00
11,4,4,0.000000E+00
12,1,0,9.735923E-04
12,1,1,3.183433E-01
12,1,2,6.610232E-01
12,1,3,1.965989E-02
12,1,4,1.017650E-41
12,2,0,1.962140E-92
12,2,1,2.081395E-02
12,2,2,8.565495E-01
12,2,3,1.214307E-01
12,2,4,1.205888E-03
12,3,0,0.000000E+00
12,3,1,3.001079E-01
12,3,2,6.513845E-01
12,3,3,4.850760E-02
12,3,4,1.675149E-13
12,4,0,4.186251E-01
12,4,1,5.756491E-01
12,4,2,5.725792E-03
12,4,3,0.000000E+00
12,4,4,0.000000E+00
13,1,0,3.354708E-04
13,1,1,4.896518E-01
13,1,2,4.960207E-01
13,1,3,1.399206E-02
13,1,4,4.517851E-56
13,2,0,1.233285E-134
13,2,1,4.542940E-03
13,2,2,8.083672E-01
13,2,3,1.867715E-01
13,2,4,3.183944E-04
13,3,0,0.000000E+00
13,3,1,3.862285E-01
13,3,2,5.945391E-01
13,3,3,1.923236E-02
13,3,4,6.926086E-17
13,4,0,3.511939E-01
13,4,1,6.380224E-01
13,4,2,1.078367E-02
13,4,3,0.000000E+00
13,4,4,0.000000E+00
14,1,0,1.283130E-04
14,1,1,5.821216E-01
14,1,2,4.093169E-01
14,1,3,8.433255E-03
14,1,4,1.726548E-74
14,2,0,4.687110E-206
14,2,1,1.661522E-03
14,2,2,7.381371E-01
14,2,3,2.601282E-01
14,2,4,7.313394E-05
14,3,0,0.000000E+00
14,3,1,4.531773E-01
14,3,2,5.465738E-01
14,3,3,2.488611E-04
14,3,4,4.418308E-151
14,4,0,2.771299E-01
14,4,1,6.920269E-01
14,4,2,3.084322E-02
14,4,3,0.000000E+00
14,4,4,0.000000E+00
15,1,0,5.022375E-05
15,1,1,6.786048E-01
15,1,2,3.173656E-01
15,1,3,3.979363E-03
15,1,4,4.165507E-81
15,2,0,0.000000E+00
15,2,1,1.059966E-03
15,2,2,6.980321E-01
15,2,3,3.008854E-01
15,2,4,2.251421E-05
15,3,0,4.902121E-03
15,3,1,5.261990E-01
15,3,2,4.688971E-01
15,3,3,1.748822E-06
15,3,4,0.000000E+00
15,4,0,2.290715E-01
15,4,1,7.008791E-01
15,4,2,7.004938E-02
15,4,3,0.000000E+00
15,4,4,0.000000E+00
16,1,0,2.110472E-05
16,1,1,7.710663E-01
16,1,2,2.274223E-01
16,1,3,1.490333E-03
16,1,4,8.821921E-90
16,2,0,0.000000E+00
16,2,1,3.876290E-04
16,2,2,6.589045E-01
16,2,3,3.406986E-01
16,2,4,9.185051E-06
16,3,0,3.797053E-03
16,3,1,6.096920E-01
16,3,2,3.865105E-01
16,3,3,3.951319E-07
16,3,4,0.000000E+00
16,4,0,1.745385E-01
16,4,1,7.347830E-01
16,4,2,9.067857E-02
16,4,3,0.000000E+00
16,4,4,0.000000E+00
17,1,0,9.709826E-06
17,1,1,8.608314E-01
17,1,2,1.387242E-01
17,1,3,4.347699E-04
17,1,4,1.546886E-99
17,2,0,0.000000E+00
17,2,1,1.325125E-04
17,2,2,6.461774E-01
17,2,3,3.536900E-01
17,2,4,0.000000E+00
17,3,0,6.611463E-03
17,3,1,6.778249E-01
17,3,2,3.155635E-01
17,3,3,5.946733E-08
17,3,4,0.000000E+00
17,4,0,1.348033E-01
17,4,1,7.223607E-01
17,4,2,1.428361E-01
17,4,3,0.000000E+00
17,4,4,0.000000E+00
18,1,0,4.639752E-06
18,1,1,9.327611E-01
18,1,2,6.713749E-02
18,1,3,9.672966E-05
18,1,4,1.329738E-110
18,2,0,0.000000E+00
18,2,1,3.928787E-05
18,2,2,6.337427E-01
18,2,3,3.662180E-01
18,2,4,0.000000E+00
18,3,0,6.148610E-03
18,3,1,7.711908E-01
18,3,2,2.226606E-01
18,3,3,5.449497E-09
18,3,4,0.000000E+00
18,4,0,1.095729E-01
18,4,1,7.079625E-01
18,4,2,1.824646E-01
18,4,3,0.000000E+00
18,4,4,0.000000E+00
19,1,0,2.647065E-06
19,1,1,9.284857E-01
19,1,2,7.149569E-02
19,1,3,1.593420E-05
19,1,4,3.323290E-123
19,2,0,0.000000E+00
19,2,1,7.606435E-02
19,2,2,5.055068E-01
19,2,3,4.184288E-01
19,2,4,0.000000E+00
19,3,0,6.242112E-03
19,3,1,7.916442E-01
19,3,2,2.021137E-01
19,3,3,1.455850E-14
19,3,4,0.000000E+00
19,4,0,7.985672E-02
19,4,1,6.781136E-01
19,4,2,2.420297E-01
19,4,3,0.000000E+00
19,4,4,0.000000E+00
20,1,0,1.238005E-06
20,1,1,9.316838E-01
20,1,2,6.831282E-02
20,1,3,2.107939E-06
20,1,4,4.141858E-138
20,2,0,0.000000E+00
20,2,1,8.022627E-02
20,2,2,4.674877E-01
20,2,3,4.522860E-01
20,2,4,0.000000E+00
20,3,0,2.395951E-02
20,3,1,7.776236E-01
20,3,2,1.984169E-01
20,3,3,8.014032E-17
20,3,4,0.000000E+00
20,4,0,5.561592E-02
20,4,1,6.538258E-01
20,4,2,2.900979E-01
20,4,3,4.603282E-04
20,4,4,0.000000E+00
21,1,0,5.277816E-07
21,1,1,9.359316E-01
21,1,2,6.406762E-02
21,1,3,2.573775E-07
21,1,4,2.991871E-155
21,2,0,0.000000E+00
21,2,1,8.318765E-02
21,2,2,4.155504E-01
21,2,3,5.012620E-01
21,2,4,0.000000E+00
21,3,0,1.800826E-02
21,3,1,7.976785E-01
21,3,2,1.843132E-01
21,3,3,4.474352E-19
21,3,4,0.000000E+00
21,4,0,4.268944E-02
21,4,1,5.988483E-01
21,4,2,3.550838E-01
21,4,3,3.378505E-03
21,4,4,0.000000E+00
22,1,0,3.852114E-08
22,1,1,9.413506E-01
22,1,2,5.864922E-02
22,1,3,9.817886E-08
22,1,4,1.224870E-174
22,2,0,0.000000E+00
22,2,1,8.517526E-02
22,2,2,3.694517E-01
22,2,3,5.453730E-01
22,2,4,0.000000E+00
22,3,0,2.036676E-02
22,3,1,8.048544E-01
22,3,2,1.747789E-01
22,3,3,1.448407E-20
22,3,4,0.000000E+00
22,4,0,2.731800E-02
22,4,1,5.639297E-01
22,4,2,3.988338E-01
22,4,3,9.918450E-03
22,4,4,0.000000E+00
23,1,0,2.852000E-09
23,1,1,8.969627E-01
23,1,2,1.030372E-01
23,1,3,3.310765E-08
23,1,4,1.631976E-195
23,2,0,0.000000E+00
23,2,1,8.577266E-02
23,2,2,3.698555E-01
23,2,3,5.443718E-01
23,2,4,0.000000E+00
23,3,0,5.259685E-02
23,3,1,7.975613E-01
23,3,2,1.498419E-01
23,3,3,3.889513E-22
23,3,4,0.000000E+00
23,4,0,1.986727E-02
23,4,1,5.258637E-01
23,4,2,4.383653E-01
23,4,3,1.590373E-02
23,4,4,0.000000E+00
24,1,0,2.281482E-10
24,1,1,9.004690E-01
24,1,2,9.953103E-02
24,1,3,1.191792E-08
24,1,4,6.366669E-218
24,2,0,0.000000E+00
24,2,1,1.071868E-01
24,2,2,3.516232E-01
24,2,3,5.411901E-01
24,2,4,0.000000E+00
24,3,0,1.233501E-01
24,3,1,7.345375E-01
24,3,2,1.421124E-01
24,3,3,1.841474E-23
24,3,4,0.000000E+00
24,4,0,1.223493E-02
24,4,1,4.643903E-01
24,4,2,5.037598E-01
24,4,3,1.961493E-02
24,4,4,0.000000E+00
25,1,0,2.175800E-11
25,1,1,9.050268E-01
25,1,2,9.497319E-02
25,1,3,3.948438E-09
25,1,4,1.522180E-241
25,2,0,0.000000E+00
25,2,1,1.187478E-01
25,2,2,3.188759E-01
25,2,3,5.623762E-01
25,2,4,0.000000E+00
25,3,0,1.253810E-01
25,3,1,7.667535E-01
25,3,2,1.078655E-01
25,3,3,8.474112E-25
25,3,4,0.000000E+00
25,4,0,4.261854E-03
25,4,1,4.289902E-01
25,4,2,5.312025E-01
25,4,3,3.554545E-02
25,4,4,0.000000E+00
26,1,0,2.308491E-12
26,1,1,8.553489E-01
26,1,2,1.446511E-01
26,1,3,1.183877E-09
26,1,4,1.784899E-266
26,2,0,0.000000E+00
26,2,1,1.266494E-01
26,2,2,2.887151E-01
26,2,3,5.846355E-01
26,2,4,0.000000E+00
26,3,0,1.488869E-01
26,3,1,7.608951E-01
26,3,2,9.021799E-02
26,3,3,3.542464E-26
26,3,4,0.000000E+00
26,4,0,1.735997E-03
26,4,1,3.905011E-01
26,4,2,5.596308E-01
26,4,3,4.813204E-02
26,4,4,0.000000E+00
27,1,0,2.600227E-13
27,1,1,8.665929E-01
27,1,2,1.334071E-01
27,1,3,3.197984E-10
27,1,4,9.360029E-293
27,2,0,0.000000E+00
27,2,1,1.485040E-01
27,2,2,2.298010E-01
27,2,3,6.216950E-01
27,2,4,0.000000E+00
27,3,0,1.543611E-01
27,3,1,7.797342E-01
27,3,2,6.590465E-02
27,3,3,2.166113E-27
27,3,4,0.000000E+00
27,4,0,3.703960E-04
27,4,1,3.337238E-01
27,4,2,5.920742E-01
27,4,3,7.383158E-02
27,4,4,0.000000E+00
28,1,0,3.408139E-14
28,1,1,8.022312E-01
28,1,2,1.977688E-01
28,1,3,6.840571E-11
28,1,4,3.408065E-320
28,2,0,0.000000E+00
28,2,1,1.375490E-01
28,2,2,2.051112E-01
28,2,3,6.573398E-01
28,2,4,0.000000E+00
28,3,0,1.991032E-01
28,3,1,7.485462E-01
28,3,2,5.235059E-02
28,3,3,1.108670E-28
28,3,4,0.000000E+00
28,4,0,5.043312E-05
28,4,1,2.917011E-01
28,4,2,6.070130E-01
28,4,3,1.012355E-01
28,4,4,0.000000E+00
29,1,0,3.966945E-15
29,1,1,7.927192E-01
29,1,2,2.072808E-01
29,1,3,1.242992E-11
29,1,4,0.000000E+00
29,2,0,0.000000E+00
29,2,1,1.198235E-01
29,2,2,1.759692E-01
29,2,3,7.042073E-01
29,2,4,0.000000E+00
29,3,0,2.227244E-01
29,3,1,7.370006E-01
29,3,2,4.027502E-02
29,3,3,7.608916E-30
29,3,4,0.000000E+00
29,4,0,6.937327E-06
29,4,1,2.566883E-01
29,4,2,6.066586E-01
29,4,3,1.366462E-01
29,4,4,0.000000E+00
30,1,0,3.896070E-16
30,1,1,7.464089E-01
30,1,2,2.535911E-01
30,1,3,1.859520E-12
30,1,4,0.000000E+00
30,2,0,0.000000E+00
30,2,1,1.024964E-01
30,2,2,1.458669E-01
30,2,3,7.516367E-01
30,2,4,0.000000E+00
30,3,0,2.619666E-01
30,3,1,7.074600E-01
30,3,2,3.057344E-02
30,3,3,4.710908E-31
30,3,4,0.000000E+00
30,4,0,7.556909E-07
30,4,1,2.200404E-01
30,4,2,6.235053E-01
30,4,3,1.564536E-01
30,4,4,0.000000E+00
31,1,0,3.111565E-17
31,1,1,7.115830E-01
31,1,2,2.884170E-01
31,1,3,2.145585E-13
31,1,4,0.000000E+00
31,2,0,0.000000E+00
31,2,1,8.256017E-02
31,2,2,1.424016E-01
31,2,3,7.750382E-01
31,2,4,0.000000E+00
31,3,0,2.818031E-01
31,3,1,6.958906E-01
31,3,2,2.230632E-02
31,3,3,2.113019E-32
31,3,4,0.000000E+00
31,4,0,5.421894E-08
31,4,1,1.903317E-01
31,4,2,6.235528E-01
31,4,3,1.861154E-01
31,4,4,0.000000E+00
32,1,0,1.927826E-18
32,1,1,7.194557E-01
32,1,2,2.805443E-01
32,1,3,2.335479E-14
32,1,4,0.000000E+00
32,2,0,0.000000E+00
32,2,1,6.251352E-02
32,2,2,2.582913E-01
32,2,3,6.791952E-01
32,2,4,0.000000E+00
32,3,0,3.055473E-01
32,3,1,6.782857E-01
32,3,2,1.616700E-02
32,3,3,1.420493E-33
32,3,4,0.000000E+00
32,4,0,3.836850E-09
32,4,1,1.493682E-01
32,4,2,6.362228E-01
32,4,3,2.144090E-01
32,4,4,0.000000E+00
33,1,0,8.970463E-20
33,1,1,7.144490E-01
33,1,2,2.855510E-01
33,1,3,4.516032E-15
33,1,4,0.000000E+00
33,2,0,0.000000E+00
33,2,1,4.886904E-02
33,2,2,2.651166E-01
33,2,3,6.860144E-01
33,2,4,0.000000E+00
33,3,0,2.995000E-01
33,3,1,6.887452E-01
33,3,2,1.175487E-02
