Time,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,
49,9815355.169470303,449349.1736343267,8800.0,79200.0,7534.253390491985,3600.343337769796,64881.36680317418,66243.4753195548,113638.78185270558,18607.807737148458,113789.70495657851,13217.622229714527,118800.0,118768.96082029925,13200.026036502024,118800.0,13200.0,584803.6785553962,69203.21713434544,242515.56749773893,409813.95295163186,13200.0,118800.0,113835.11842467,18515.140567281655,13200.0,118800.0,113183.06161531102,13780.761621678903,118800.0,118800.0,118800.0,
50,9815355.169470303,449310.2602365308,8800.0,79200.0,7501.595331589399,3641.4773505374073,64726.24531150916,66287.45329488402,113520.50626532912,18715.129192275144,113785.85136307353,13217.83576511094,118800.0,118769.44673753365,13200.020268537415,118800.0,13200.0,584999.125463718,69102.03649881585,245255.94186339143,406546.4262299604,13200.0,118800.0,113731.79566310941,18622.547097118328,13200.0,118800.0,113178.44346756091,13781.424575210296,118800.0,118800.0,118800.0,
51,9815355.169470303,449276.97934048437,8800.0,79200.0,7465.473770066616,3683.6377572784645,64571.22918670215,66367.73452608618,113410.31941575799,18825.173293047977,113782.14188333476,13218.200963193858,118800.0,118769.88522293822,13200.014562550517,118800.0,13200.0,585185.7109471844,69013.15321678384,248202.25807121478,403510.83688017924,13200.0,118800.0,113624.51624391327,18736.799110946937,13200.0,118800.0,113174.26971934759,13782.215264640949,118800.0,118800.0,118800.0,
52,9815355.169470303,449237.73934726283,8800.0,79200.0,7427.567131189822,3725.5793303586383,64418.062703542324,66435.63649305537,113307.15354678767,18937.866510745618,113774.10172405197,13218.089439250078,118800.0,118770.3742091112,13200.01090819724,118800.0,13200.0,585371.5385184042,68905.96049506101,250734.33191304837,400532.65861350106,13200.0,118800.0,113517.12162430599,18842.72036480371,13200.0,118800.0,113169.22576126008,13782.728365451208,118800.0,118800.0,118800.0,
53,9815355.169470303,449198.07216449926,8800.0,79200.0,7386.240585004881,3767.2254008262844,64262.946808516695,66519.45526200625,113195.28251491435,19049.1391135691,113766.50365755038,13217.838080916501,118800.0,118770.56673412713,13200.00889450455,118800.0,13200.0,585538.7318281791,68820.86882191809,253358.35150386262,397380.3371051883,13200.0,118800.0,113409.40790507724,18951.455743724597,13200.0,118800.0,113164.52468993526,13783.180321169528,118800.0,118800.0,118800.0,
54,9815355.169470303,449157.32720983657,8800.0,79200.0,7343.860438314715,3808.5019120166917,64106.349977500526,66550.01015244352,113082.67560303517,19154.33296949913,113758.50173985142,13218.547563873299,118800.0,118770.75749714089,13200.007519242901,118800.0,13200.0,585712.1893082157,68742.07281575113,256165.9333340393,394258.76500666136,13200.0,118800.0,113302.2779474531,19065.49636066879,13200.0,118800.0,113161.14228140457,13783.416945417572,118800.0,118800.0,118800.0,
55,9815355.169470303,449123.36454417766,8800.0,79200.0,7300.238968730586,3849.093411974907,63938.34084837656,66635.37999895684,112980.45757972743,19262.056668252786,113753.9661527296,13218.85082366494,118800.0,118771.22509549183,13200.00577893588,118800.0,13200.0,585872.5918908728,68660.10222102974,258912.47928981585,391085.4447135127,13200.0,118800.0,113194.74052766309,19171.801518199267,13200.0,118800.0,113158.37197672996,13783.884130442744,118800.0,118800.0,118800.0,
56,9815355.169470303,449089.70608064835,8800.0,79200.0,7252.664728165305,3890.3847702180497,63790.072871971046,66652.2468041817,112873.61638056593,19363.049254545353,113749.03686543621,13219.119535990323,118800.0,118771.4949699252,13200.004569265686,118800.0,13200.0,586018.8449860411,68587.84795462733,261639.44711083217,387969.82029489055,13200.0,118800.0,113087.58363497735,19280.753819568745,13200.0,118800.0,113155.146880841,13784.286529266294,118800.0,118800.0,118800.0,
57,9815355.169470303,449051.4595341301,8800.0,79200.0,7203.950350931056,3931.6887617387365,63643.84284924046,66741.56302907983,112775.94586775929,19466.447884580866,113742.03575645224,13220.030810612794,118800.0,118771.71953490736,13200.004007111456,118800.0,13200.0,586162.3415167606,68512.93106566662,264052.7179784808,385335.09343804064,13200.0,118800.0,112979.13152915105,19385.59217280773,13200.0,118800.0,113153.06149127788,13784.79392161909,118800.0,118800.0,118800.0,
58,9815355.169470303,449023.0722709695,8800.0,79200.0,7155.1264245925295,3972.245487950137,63498.882108048776,66799.3187777023,112671.53180526814,19570.273838074892,113739.02653115633,13219.26093842757,118800.0,118772.05080043446,13200.002867125204,118800.0,13200.0,586295.7274989813,68442.62542839872,266799.83485841256,382536.9058651403,13200.0,118800.0,112870.55009935253,19496.567112268836,13200.0,118800.0,113150.45479918951,13785.451213833798,118800.0,118800.0,118800.0,
59,9815355.169470303,448985.124968826,8800.0,79200.0,7104.778115931544,4013.672906585334,63342.021174193054,66868.59598107432,112569.91254311558,19672.8489082053,113731.38835303762,13217.286791027182,118800.0,118772.40531220377,13200.002408683129,118800.0,13200.0,586429.2693534833,68376.27281468183,269481.79384173645,379539.81795656384,13200.0,118800.0,112759.49953448055,19603.03950303673,13200.0,118800.0,113147.90098312257,13786.229015414805,118800.0,118800.0,118800.0,
60,9815355.169470303,448946.2128334482,8800.0,79200.0,7051.582055602984,4054.7774570334086,63235.976232953064,66953.71834669524,112449.40018196161,19771.755871652676,113724.02405056961,13218.296107782942,118800.0,118772.58241397367,13200.001823079307,118800.0,13200.0,586552.3152142663,68317.08749446283,272069.73529796326,376643.70864676585,13200.0,118800.0,112647.3319360727,19714.36006362227,13200.0,118800.0,113145.34292244204,13786.598554645816,118800.0,118800.0,118800.0,
61,9815355.169470303,448910.04228332784,8800.0,79200.0,6999.940650274418,4095.6013766281303,63127.17179785108,67030.18540590539,112346.78863434095,19872.81532370893,113717.82749446871,13219.443289738878,118800.0,118772.73602733758,13200.00204977241,118800.0,13200.0,586669.6748714299,68261.0190813849,274747.7474673198,373871.8397842744,13200.0,118800.0,112538.87004585969,19820.581170415302,13200.0,118800.0,113142.62282235027,13786.955098303502,118800.0,118800.0,118800.0,
62,9815355.169470303,448871.3580683504,8800.0,79200.0,6944.796342710569,4136.767746218273,62981.75455047316,67111.64451514254,112249.73238357145,19979.522730837056,113715.44587126236,13219.745967084475,118800.0,118772.9274272236,13200.001583075316,118800.0,13200.0,586784.7294477095,68205.37541564622,277403.77378034696,371176.04060973815,13200.0,118800.0,112426.93838468607,19924.80258082167,13200.0,118800.0,113140.37683831537,13787.676978085525,118800.0,118800.0,118800.0,
63,9815355.169470303,448833.0290087048,8800.0,79200.0,6889.204808767227,4176.937314251307,62836.880321773526,67194.1353813208,112145.64333274888,20083.081915754967,113706.99650336275,13219.721219003355,118800.0,118773.38633102209,13200.0011183024,118800.0,13200.0,586892.7385043913,68151.31290410741,280251.30715711304,368238.8761677985,13200.0,118800.0,112319.78321548304,20034.251743373963,13200.0,118800.0,113138.05730909105,13788.451744393727,118800.0,118800.0,118800.0,
64,9815355.169470303,448798.7265639108,8800.0,79200.0,6832.857490506061,4216.4490850905695,62712.075022417586,67276.19097284983,112043.02121198842,20178.108568718537,113703.25737231059,13220.69467446914,118800.0,118773.75427118204,13200.02524249996,118800.0,13200.0,586996.2352493998,68101.28177038927,283106.2796784286,366205.3597478702,13200.0,118800.0,112204.65128760389,20151.64252144558,13200.0,118800.0,113135.98470085398,13788.656121977403,118800.0,118800.0,118800.0,
65,9815355.169470303,448760.1748853094,8800.0,79200.0,6776.651948529938,4256.8795330731955,62561.559554783336,67300.74060670861,111945.99437212557,20275.08460487713,113700.60609608538,13221.778844319077,118800.0,118773.82539831329,13200.017662573351,118800.0,13200.0,587088.8088487266,68051.18153667766,285273.4800520458,363865.85523659334,13200.0,118800.0,112100.64822343222,20261.47303995255,13200.0,118800.0,113133.51960929939,13789.521767166358,118800.0,118800.0,118800.0,
66,9815355.169470303,448725.4855685906,8800.0,79200.0,6719.909871501855,4296.850907428315,62412.14202825015,67376.72351221033,111845.28078833935,20373.671607429285,113696.11526650646,13222.034012116394,118800.0,118774.11538704192,13200.01297974357,118800.0,13200.0,587189.3576732945,68000.37490906962,287149.60152946855,361983.5441207829,13200.0,118800.0,111993.56458789932,20371.09711786404,13200.0,118800.0,113131.84866619026,13789.445241056901,118800.0,118800.0,118800.0,
67,9815355.169470303,448692.4452722016,8800.0,79200.0,6662.330803495397,4337.154440266577,62293.77440096009,67467.59648094102,111741.83519537632,20470.706223280176,113693.04233828498,13223.227150041754,118800.0,118774.28828566836,13200.009548485219,118800.0,13200.0,587283.7205297692,67957.16520449393,289672.4081005852,359504.8925153953,13200.0,118800.0,111883.79452669475,20479.055619665058,13200.0,118800.0,113129.86579601342,13790.415617468358,118800.0,118800.0,118800.0,
68,9815355.169470303,448656.258887585,8800.0,79200.0,6605.791551441765,4377.0657979969355,62165.28142479543,67519.52407458868,111650.36470166592,20569.924275585483,113687.27372476608,13222.548901281614,118800.0,118774.55764792752,13200.007202917228,118800.0,13200.0,587372.3344540454,67912.70896876242,292195.1035655578,357338.7244022281,13200.0,118800.0,111771.93838781447,20584.87627841025,13200.0,118800.0,113128.99786060437,13791.059059364397,118800.0,118800.0,118800.0,
69,9815355.169470303,448624.5464655525,8800.0,79200.0,6550.681412834468,4416.25517738097,62018.35698355318,67564.46441890599,111546.1639742513,20663.329206806415,113680.8570282573,13222.145388525416,118800.0,118774.96558497772,13200.029531774439,118800.0,13200.0,587460.2786555304,67869.34047721462,294690.23137708224,355461.031687306,13200.0,118800.0,111657.40752131064,20699.235109701305,13200.0,118800.0,113127.35215307545,13791.224492931722,118800.0,118800.0,118800.0,
70,9815355.169470303,448593.50062207563,8800.0,79200.0,6494.450330162319,4454.804821726715,61877.76172444393,67630.93822924465,111445.40579986945,20765.327203263572,113674.51894496972,13222.988335080416,118800.0,118775.31070287396,13200.020768635224,118800.0,13200.0,587545.7825463263,67828.01429459332,297451.75354432646,353129.89388171746,13200.0,118800.0,111545.1908996522,20807.96264575485,13200.0,118800.0,113126.84138207346,13791.480557205636,118800.0,118800.0,118800.0,
71,9815355.169470303,448566.1275422689,8800.0,79200.0,6441.046601813459,4492.092188290779,61737.23393480229,67718.16167560883,111349.74197182036,20856.885773438382,113669.37204034333,13223.601190931695,118800.0,118775.67877845913,13200.014503985583,118800.0,13200.0,587624.2865072773,67787.45835735332,299615.8128786341,350802.0378162667,13200.0,118800.0,111437.41756546964,20914.58293793119,13200.0,118800.0,113125.39206155673,13792.123063836327,118800.0,118800.0,118800.0,
72,9815355.169470303,448528.23053575173,8800.0,79200.0,6387.170491885965,4528.388319754339,61614.25827433023,67793.49930083916,111261.63564722805,20951.70266371358,113662.56070753693,13222.822487619205,118800.0,118775.81816662088,13200.00988523386,118800.0,13200.0,587704.6026075635,67750.47046221406,301410.8322143162,348505.27156629803,13200.0,118800.0,111335.1545188384,21022.629935747842,13200.0,118800.0,113123.75232762744,13792.318134318271,118800.0,118800.0,118800.0,
73,9815355.169470303,448499.223992264,8800.0,79200.0,6335.473587717487,4566.452464421456,61498.49801802307,67878.8506068519,111160.81618975959,21036.591363736814,113658.63128832179,13222.82174186038,118800.0,118775.96054005067,13200.03043761584,118800.0,13200.0,587784.8830593582,67719.60883802758,304004.07937018236,346402.1614624287,13200.0,118800.0,111225.13332575915,21128.872444465636,13200.0,118800.0,113122.01306549189,13792.717900104943,118800.0,118800.0,118800.0,
74,9815355.169470303,448458.8264327739,8800.0,79200.0,6286.4361367607125,4603.275303994914,61378.621752132865,67957.23527139769,111065.68203429907,21135.11787671977,113656.87112493729,13223.52910545328,118800.0,118776.27274650882,13200.0207962114,118800.0,13200.0,587857.2496079593,67679.90843982672,306590.6106002795,344291.80022172455,13200.0,118800.0,111117.00790309797,21241.309603944388,13200.0,118800.0,113120.57540463487,13793.128758380548,118800.0,118800.0,118800.0,
75,9815355.169470303,448418.4923820905,8800.0,79200.0,6236.224838095923,4639.937059332543,61246.04510744871,68042.7702634333,110970.59538065625,21228.05720571902,113650.22074931733,13224.965110782288,118800.0,118776.4315608639,13200.013615761423,118800.0,13200.0,587926.5668960408,67647.54327090089,308702.5460113417,342211.65402357694,13200.0,118800.0,111008.15069419358,21346.09587308234,13200.0,118800.0,113119.47043627799,13793.386357486577,118800.0,118800.0,118800.0,
76,9815355.169470303,448385.5121498496,8800.0,79200.0,6189.207388967809,4675.828315685271,61130.62395881066,68127.44736644493,110870.42891646424,21318.05956067573,113643.45686023263,13226.537596273703,118800.0,118776.69907654087,13200.009032577678,118800.0,13200.0,587989.542225256,67617.04018654098,311370.88274096756,340934.6766104087,13200.0,118800.0,110889.8017804106,21452.664153971335,13200.0,118800.0,113117.90017673012,13793.98034860787,118800.0,118800.0,118800.0,
77,9815355.169470303,448351.30783490976,8800.0,79200.0,6144.44836727326,4711.163588295932,61005.9398591493,68200.58782101078,110773.38084678666,21408.914248233872,113632.35057915375,13228.141772804614,118800.0,118776.83217873967,13200.006029553775,118800.0,13200.0,588065.4762130096,67584.69425973056,313867.09194177703,338827.0553495048,13200.0,118800.0,110779.09548216456,21558.61978678536,13200.0,118800.0,113117.2028180334,13793.896297919426,118800.0,118800.0,118800.0,
78,9815355.169470303,448320.2310446784,8800.0,79200.0,6100.152658219351,4746.17983102112,60883.80765842351,68266.51658290731,110684.29734232262,21489.220042799236,113630.83972680598,13229.869098286386,118800.0,118776.87027530328,13200.00375706287,118800.0,13200.0,588133.6446108517,67550.42674023798,316329.4556400079,336790.3117479215,13200.0,118800.0,110668.82947362174,21668.22199012532,13200.0,118800.0,113114.9916917881,13794.160606252195,118800.0,118800.0,118800.0,
79,9815355.169470303,448289.2281974015,8800.0,79200.0,6058.11085366835,4780.634649725607,60766.93338845924,68338.56039560486,110600.41872946174,21575.32689230032,113626.51807657727,13231.62742231654,118800.0,118777.11229982422,13200.002336387683,118800.0,13200.0,588200.501025503,67519.25184418003,318755.89284000103,334663.09456142987,13200.0,118800.0,110555.67635101992,21773.621485255127,13200.0,118800.0,113113.95942709444,13794.353619344349,118800.0,118800.0,118800.0,
80,9815355.169470303,448258.942834686,8800.0,79200.0,6016.887639860527,4814.998005767063,60652.92220771536,68414.17367849602,110502.73253927667,21658.223891300466,113618.93023061765,13233.43163918299,118800.0,118777.32676596122,13200.026169098546,118800.0,13200.0,588261.0297560879,67493.33046038437,321397.10953758244,332459.68936489447,13200.0,118800.0,110441.49704742711,21885.30204184576,13200.0,118800.0,113112.82669854631,13794.560183335188,118800.0,118800.0,118800.0,
81,9815355.169470303,448234.78951423574,8800.0,79200.0,5977.339200902582,4847.741762864266,60536.594603568636,68496.51035839778,110410.90476945839,21741.814015385386,113614.11917615288,13233.665648987822,118800.0,118777.60974531317,13200.017767552485,118800.0,13200.0,588319.0643947064,67463.25734826617,323966.5459670004,330410.91419658787,13200.0,118800.0,110330.95318625144,21988.681703533937,13200.0,118800.0,113111.48177599747,13794.655866985937,118800.0,118800.0,118800.0,
82,9815355.169470303,448212.06703371886,8800.0,79200.0,5939.909597779372,4880.280719841558,60429.61829741987,68579.26831134352,110318.45348098385,21823.078858101348,113609.60092878876,13235.504177918147,118800.0,118777.84587772204,13200.011464359779,118800.0,13200.0,588381.19252096,67439.9484695879,325790.11375704635,328258.8251676389,13200.0,118800.0,110218.3131462357,22098.237340904692,13200.0,118800.0,113110.80946734067,13794.95202560463,118800.0,118800.0,118800.0,
83,9815355.169470303,448189.836197804,8800.0,79200.0,5904.939523316237,4912.2513571201835,60343.10041503916,68656.67894518828,110221.92456138582,21907.787638370835,113607.46334190952,13236.398493923427,118800.0,118777.9702186519,13200.007606378605,118800.0,13200.0,588443.3736758378,67415.46208817919,328611.8127817298,326297.98418150033,13200.0,118800.0,110108.81654371544,22210.280199484172,13200.0,118800.0,113109.88550371877,13795.404130905965,118800.0,118800.0,118800.0,
84,9815355.169470303,448171.01034330996,8800.0,79200.0,5871.558469780039,4944.053730221912,60226.500484399556,68747.65112903422,110132.48779215278,21989.70209165911,113601.94188860129,13237.486919869874,118800.0,118778.21989748438,13200.004807341007,118800.0,13200.0,588501.1426204008,67388.81230436584,331385.25201541703,324309.108510154,13200.0,118800.0,109996.53994675094,22315.396976378157,13200.0,118800.0,113108.59714110919,13795.676629102692,118800.0,118800.0,118800.0,
85,9815355.169470303,448156.8666868742,8800.0,79200.0,5839.974521090387,4976.144090075324,60118.961381036046,68816.9354225446,110043.83044986404,22079.936075728892,113600.40521975905,13238.845827016645,118800.0,118778.39372723654,13200.00337376125,118800.0,13200.0,588558.9520406744,67363.36301479749,333801.2407158434,322494.6588002495,13200.0,118800.0,109881.09900171355,22421.06203446318,13200.0,118800.0,113107.91569462861,13795.971493940862,118800.0,118800.0,118800.0,
86,9815355.169470303,448119.14088112244,8800.0,79200.0,5810.420615913526,5007.4830378559445,60035.79003624964,68901.95436645295,109953.67873209086,22162.75292763654,113600.16534507505,13240.46110082604,118800.0,118778.56069365183,13200.002099811862,118800.0,13200.0,588611.1143040468,67341.25693973513,336062.1092690815,321086.39600004844,13200.0,118800.0,109772.2024524174,22524.456625610408,13200.0,118800.0,113106.98840963078,13796.20699826944,118800.0,118800.0,118800.0,
87,9815355.169470303,448086.80832042836,8800.0,79200.0,5781.632693203391,5037.442791180704,59942.98184956591,68982.0718367707,109857.48333835728,22247.36472816878,113596.89148155706,13240.791666760912,118800.0,118778.62003950299,13200.001854878876,118800.0,13200.0,588659.3338977767,67314.87278391841,338359.5746091083,319516.08147987345,13200.0,118800.0,109655.5740225082,22626.852945792096,13200.0,118800.0,113106.41434255289,13796.205899800152,118800.0,118800.0,118800.0,
88,9815355.169470303,448049.6406351699,8800.0,79200.0,5754.841819479932,5066.255114601636,59830.41952588838,69055.23556359124,109770.78123111113,22330.529360590237,113594.24056915783,13241.412442171675,118800.0,118778.77005056974,13200.001304146399,118800.0,13200.0,588715.0823110635,67293.1575973504,341040.7878361154,317462.99261004006,13200.0,118800.0,109542.86793209953,22726.980828716187,13200.0,118800.0,113105.45344829903,13796.18473201339,118800.0,118800.0,118800.0,
89,9815355.169470303,448019.8026991079,8800.0,79200.0,5728.967714755725,5095.883478687553,59733.07171916859,69152.66843864747,109691.00860042052,22409.116594480023,113592.9487460035,13243.254440595025,118800.0,118778.85393837548,13200.00080546222,118800.0,13200.0,588768.6046837874,67271.05524184874,343814.1127660047,315476.7892786834,13200.0,118800.0,109427.09801563314,22828.72110349182,13200.0,118800.0,113104.88403624693,13796.274736838697,118800.0,118800.0,118800.0,
90,9815355.169470303,447980.58317571494,8800.0,79200.0,5705.052192241943,5125.596966660288,59642.790945688575,69239.98012680144,109618.03296752868,22497.698113794475,113591.87761678375,13244.67637172241,118800.0,118778.96191582817,13200.000475789784,118800.0,13200.0,588819.4441299024,67250.48037182576,346556.28746234934,313408.6522615017,13200.0,118800.0,109313.97435557278,22933.145639772913,13200.0,118800.0,113104.6926807655,13796.370474729541,118800.0,118800.0,118800.0,
91,9815355.169470303,447946.8408876523,8800.0,79200.0,5682.387393801589,5153.012020983214,59553.563951787975,69328.52840421707,109525.30220815612,22587.0473295484,113585.3327462019,13246.280836386959,118800.0,118779.14388860144,13200.000294941809,118800.0,13200.0,588871.8998108972,67226.47272382019,349098.2246693035,311576.87929151184,13200.0,118800.0,109206.21302425966,23034.345756051862,13200.0,118800.0,113103.25721277409,13796.466172805855,118800.0,118800.0,118800.0,
92,9815355.169470303,447922.76718780666,8800.0,79200.0,5661.366693728921,5181.771931461288,59461.31638646035,69405.78347882809,109431.17092413268,22663.778305734668,113581.22460684921,13247.838085846233,118800.0,118779.364839696,13200.000221611712,118800.0,13200.0,588918.8628774105,67204.89233900563,351616.8216397099,310483.3086791499,13200.0,118800.0,109095.96642137624,23147.710799252964,13200.0,118800.0,113102.33610061849,13796.570100571089,118800.0,118800.0,118800.0,
93,9815355.169470303,447886.63859155594,8800.0,79200.0,5641.27531631005,5210.190820591527,59371.09205343478,69492.57081581086,109338.18795901959,22745.161387517182,113576.87784098211,13247.265510064213,118800.0,118779.5311801742,13200.000124972727,118800.0,13200.0,588968.6411249401,67186.20495031534,353134.1253075524,309155.20197302254,13200.0,118800.0,108979.25746783815,23250.98178599996,13200.0,118800.0,113101.42438496341,13796.96226099769,118800.0,118800.0,118800.0,
94,9815355.169470303,447857.89979327697,8800.0,79200.0,5622.364795466264,5237.753761938523,59288.60673290557,69577.02941499931,109261.01090901141,22821.07558498947,113573.83093139628,13244.708202717875,118800.0,118779.56961150703,13200.024469230502,118800.0,13200.0,589012.8574966458,67163.3112045852,355069.10618276725,307145.0198523256,13200.0,118800.0,108867.80987608526,23355.482257515338,13200.0,118800.0,113100.74198674007,13797.25884315883,118800.0,118800.0,118800.0,
95,9815355.169470303,447826.89010071,8800.0,79200.0,5605.053995093553,5265.495365393373,59192.810894094924,69661.15944610904,109167.55776618521,22899.999961614092,113566.61552257447,13245.120371976174,118800.0,118779.78935505693,13200.013220821389,118800.0,13200.0,589061.645008118,67140.47924853917,357234.57480136433,305438.5937356453,13200.0,118800.0,108750.77523439638,23460.433320286742,13200.0,118800.0,113099.6160766583,13797.356918662623,118800.0,118800.0,118800.0,
96,9815355.169470303,447799.0616078758,8800.0,79200.0,5588.4590301877315,5292.955015693189,59108.56282371744,69752.53821335894,109073.10249749213,22984.382041180135,113563.35746031714,13245.58451854977,118800.0,118780.04507319113,13200.008387316766,118800.0,13200.0,589108.0258643149,67120.79615768549,359330.143242623,303490.1821602648,13200.0,118800.0,108639.39208594587,23567.17892781573,13200.0,118800.0,113098.98732330672,13797.356983705706,118800.0,118800.0,118800.0,
97,9815355.169470303,447773.73794236995,8800.0,79200.0,5572.717132800197,5320.421222849224,59016.25347123466,69837.03737209374,108996.92173843287,23067.306992665133,113560.02298569819,13245.02796005096,118800.0,118780.10608697419,13200.005110887112,118800.0,13200.0,589150.9106482405,67100.15955099877,361376.91536332224,301854.9365287216,13200.0,118800.0,108524.7501565775,23671.869157698406,13200.0,118800.0,113098.80590491007,13797.757010288524,118800.0,118800.0,118800.0,
98,9815355.169470303,447758.49732818495,8800.0,79200.0,5557.904434697611,5347.9671649499005,58933.713117947256,69922.17024495757,108912.62753989967,23148.27949643549,113553.48413529992,13244.24937020181,118800.0,118780.26800978878,13200.003633049962,118800.0,13200.0,589194.3324688416,67080.05557398545,363275.86111969536,300052.45248027,13200.0,118800.0,108412.07082998773,23776.920509341377,13200.0,118800.0,113098.0047106616,13797.817305730874,118800.0,118800.0,118800.0,
99,9815355.169470303,447744.4788100757,8800.0,79200.0,5544.02532215148,5375.762335130412,58852.92259533824,70005.21363168694,108827.76437273074,23229.080248445523,113549.2090176323,13245.370431212046,118800.0,118780.37087096306,13200.002022169852,118800.0,13200.0,589236.917185023,67061.68674413706,365011.8948679432,298156.579783897,13200.0,118800.0,108302.14283715075,23880.386703235105,13200.0,118800.0,113097.23085844998,13797.914803732223,118800.0,118800.0,118800.0,
